Brand,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai,Hyundai i20 Active,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
Mahindra,Mahindra Logan ,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
Honda,Honda City ZX,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
Ford,Ford Figo ,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
Renault,Renault Duster ,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
Hyundai,Hyundai i10 Sportz,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
Land,Land Rover Discovery,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14
Audi,Audi Q5 2008-2012,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
Maruti,Maruti Versa DX2,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
Maruti,Maruti Swift Dzire,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
Audi,Audi A4 2.0,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81
Volkswagen,Volkswagen Polo 1.2,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
Toyota,Toyota Fortuner 3.0,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
Toyota,Toyota Fortuner 3.0,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
Honda,Honda Accord 2.4,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
Maruti,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
Skoda,Skoda Fabia 1.2,Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
Jeep,Jeep Compass 2.0,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
Tata,Tata Nano Twist,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
Ford,Ford Fiesta 1.6,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
Maruti,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
Toyota,Toyota Fortuner 3.0,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
Maruti,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
Hyundai,Hyundai EON Era,Pune,2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05
Ford,Ford Fiesta ,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0
Volkswagen,Volkswagen Polo 1.2,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75
Volkswagen,Volkswagen Polo 1.2,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17
Maruti,Maruti Vitara Brezza,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05
Honda,Honda Brio S,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05
Maruti,Maruti Swift Dzire,Pune,2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
Maruti,Maruti Celerio LXI,Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75
Hyundai,Hyundai Creta 1.6,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85
Ford,Ford Ecosport 1.5,Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24
Honda,Honda CR-V RVi,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5
Land,Land Rover Discovery,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,58.91
Mahindra,Mahindra XUV500 W8,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0
Volkswagen,Volkswagen Polo 1.2,Kochi,2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64
Hyundai,Hyundai i10 Magna,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32
Hyundai,Hyundai i10 Magna,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78
Chevrolet,Chevrolet Cruze LTZ,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95
Mercedes-Benz,Mercedes-Benz E-Class E,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95
Hyundai,Hyundai Sonata 2.4,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9
Mercedes-Benz,Mercedes-Benz New C-Class,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0
Volkswagen,Volkswagen Polo ,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25
Honda,Honda City i,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9
Maruti,Maruti Vitara Brezza,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88
Hyundai,Hyundai Elite i20,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78
Tata,Tata New Safari,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75
Nissan,Nissan Sunny 2011-2014,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98
BMW,BMW 3 Series,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0
Toyota,Toyota Corolla 1.8,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55
Hyundai,Hyundai Verna 1.6,Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24
Maruti,Maruti Swift Dzire,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19
Maruti,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5
Maruti,Maruti Alto K10,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
Jaguar,Jaguar XJ 5.0,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,50.66
Mercedes-Benz,Mercedes-Benz New C-Class,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.0
Hyundai,Hyundai Verna CRDi,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5
Chevrolet,Chevrolet Aveo 1.6,Pune,2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,1.2
Maruti,Maruti Swift VXI,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.3
Hyundai,Hyundai Verna 1.6,Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.3
Mercedes-Benz,Mercedes-Benz GLC 220d,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,40.47
Toyota,Toyota Fortuner 4x2,Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,16.1
Audi,Audi Q5 2008-2012,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.0
BMW,BMW 3 Series,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.95
Maruti,Maruti Alto 800,Delhi,2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65
Maruti,Maruti Alto K10,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.81
Audi,Audi A4 1.8,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,17.5
Maruti,Maruti Swift VXi,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
Maruti,Maruti Wagon R,Kochi,2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34
Skoda,Skoda Rapid 1.5,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,8.5
Honda,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69
Mahindra,Mahindra XUV500 W10,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.5
Maruti,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.06
Mercedes-Benz,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0
Skoda,Skoda Rapid 1.6,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4.6
Hyundai,Hyundai Grand i10,Delhi,2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.96
Hyundai,Hyundai Elite i20,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,5.6
Tata,Tata Zest Quadrajet,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
Hyundai,Hyundai i20 Magna,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.5
Skoda,Skoda Rapid 1.6,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3.0
Fiat,Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3.0
Maruti,Maruti Swift VXI,Pune,2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95
Tata,Tata Indica V2,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.45
Mercedes-Benz,Mercedes-Benz New C-Class,Pune,2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.99
Mercedes-Benz,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,60.75
Honda,Honda City V,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5
Hyundai,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.5
Toyota,Toyota Fortuner 4x2,Chennai,2015,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
Hyundai,Hyundai Grand i10,Delhi,2014,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.9
Volkswagen,Volkswagen Jetta 2007-2011,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5
Ford,Ford EcoSport 1.5,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,8.3
Hyundai,Hyundai EON Magna,Chennai,2012,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
Nissan,Nissan Micra XV,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65
Honda,Honda Jazz 1.2,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.42
Volkswagen,Volkswagen Polo 1.2,Kochi,2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.63
Maruti,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.09
Hyundai,Hyundai Verna 1.6,Delhi,2011,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.8
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.75
Tata,Tata Zest Revotron,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27
Honda,Honda Brio S,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,2.75
Honda,Honda Jazz VX,Chennai,2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4
Maruti,Maruti Alto K10,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.9
Maruti,Maruti Zen VXi,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.7
Hyundai,Hyundai i20 Sportz,Pune,2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9
Maruti,Maruti SX4 S,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9.58
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,24.95
Chevrolet,Chevrolet Enjoy ,Kochi,2015,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4.29
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11.5
Mahindra,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65
Hyundai,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
Hyundai,Hyundai Getz 1.3,Pune,2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1
Audi,Audi Q7 3.0,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,31.41
Mahindra,Mahindra Scorpio SLE,Pune,2012,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,6.0
Honda,Honda Jazz 1.2,Pune,2016,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.55
Tata,Tata Safari Storme,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91
Mahindra,Mahindra XUV500 W6,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.25
Volkswagen,Volkswagen Polo ,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
Maruti,Maruti Swift Dzire,Delhi,2012,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.95
Audi,Audi Q3 2.0,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.0
Maruti,Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.38
Honda,Honda City V,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.45
Hyundai,Hyundai i20 1.2,Delhi,2016,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
Renault,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.75
Mercedes-Benz,Mercedes-Benz CLA 200,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.3
Ford,Ford Ecosport 1.5,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
Hyundai,Hyundai i20 Asta,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.87
Toyota,Toyota Innova 2.5,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.2
Nissan,Nissan Sunny 2011-2014,Chennai,2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
Maruti,Maruti Swift VDI,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.85
Maruti,Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.5
Maruti,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.95
Mercedes-Benz,Mercedes-Benz CLA 200,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.0
Maruti,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.75
Maruti,Maruti Wagon R,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5
Volkswagen,Volkswagen Polo ,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
Ford,Ford Ecosport 1.5,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.55
Honda,Honda City i,Kochi,2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,9.44
Toyota,Toyota Corolla Altis,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.77
Mahindra,Mahindra XUV500 W8,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.5
Maruti,Maruti Alto 800,Kolkata,2016,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.0
BMW,BMW 5 Series,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,11.75
Hyundai,Hyundai EON D,Kochi,2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.29
Maruti,Maruti Swift Dzire,Chennai,2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.5
Maruti,Maruti Celerio CNG,Delhi,2015,64687,CNG,Manual,First,31.79,998.0,58.33,5.0,3.8
Audi,Audi A4 2.0,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18.0
Skoda,Skoda Superb Elegance,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.95
Tata,Tata Zest Revotron,Kochi,2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.52
Force,Force One LX,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,8.0
Honda,Honda City i-VTEC,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.26
Nissan,Nissan Sunny 2011-2014,Chennai,2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,7.5
Volkswagen,Volkswagen Vento ,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.35
Hyundai,Hyundai Verna 1.6,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,5.5
Hyundai,Hyundai Verna CRDi,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.25
Audi,Audi A4 2.0,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.25
Maruti,Maruti SX4 Vxi,Delhi,2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.7
Ford,Ford Endeavour 2.2,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,32.9
Maruti,Maruti Swift LXI,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,3.41
Hyundai,Hyundai Grand i10,Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15
Volkswagen,Volkswagen Polo 1.5,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,5.9
Mercedes-Benz,Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,11.5
Hyundai,Hyundai i20 Asta,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.75
Maruti,Maruti Alto K10,Chennai,2015,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.5
Maruti,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.25
Maruti,Maruti Celerio VXI,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.35
Renault,Renault KWID Climber,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,4.99
Mahindra,Mahindra Scorpio SLE,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.65
Toyota,Toyota Innova 2.5,Chennai,2011,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.0
Volkswagen,Volkswagen Polo ,Chennai,2017,26969,Diesel,Manual,First,22.07,1199.0,73.9,5.0,6.9
Ford,Ford Figo ,Chennai,2011,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
Nissan,Nissan Terrano XL,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75
Force,Force One LX,Kolkata,2014,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,8.0
Renault,Renault KWID 1.0,Kochi,2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41
Skoda,Skoda Rapid 1.5,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.95
Mahindra,Mahindra XUV500 AT,Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14.4
Ford,Ford Figo ,Chennai,2012,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.95
Mahindra,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14
Volkswagen,Volkswagen Vento 1.5,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45
Toyota,Toyota Innova 2.5,Pune,2015,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
Mahindra,Mahindra XUV500 W8,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
Ford,Ford Ecosport 1.5,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7.72
Volkswagen,Volkswagen Jetta 2012-2014,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,8.0
Tata,Tata New Safari,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0
BMW,BMW 3 Series,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0
Volkswagen,Volkswagen Polo 1.2,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11
Hyundai,Hyundai i20 Magna,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37
Maruti,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55
Honda,Honda City i,Chennai,2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0
Honda,Honda City 1.5,Mumbai,2014,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48
Volkswagen,Volkswagen Jetta 2013-2015,Kochi,2013,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51
Honda,Honda Amaze VX,Pune,2016,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15
Mahindra,Mahindra XUV500 W8,Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0
Toyota,Toyota Corolla Altis,Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75
BMW,BMW 3 Series,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5
Ford,Ford EcoSport 1.5,Kochi,2017,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69
Hyundai,Hyundai i20 Asta,Kochi,2013,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57
Honda,Honda City 1.5,Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5
Maruti,Maruti Ritz VDI,Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9
Hyundai,Hyundai i10 Era,Kolkata,2008,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65
Chevrolet,Chevrolet Sail 1.2,Mumbai,2015,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
Hyundai,Hyundai Verna 1.6,Chennai,2012,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
Hyundai,Hyundai Creta 1.6,Kochi,2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13
Chevrolet,Chevrolet Sail 1.2,Jaipur,2013,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
Audi,Audi Q5 2.0,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0
Honda,Honda City 1.5,Kochi,2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53
Ford,Ford EcoSport 1.5,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75
Audi,Audi Q7 3.0,Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9
Hyundai,Hyundai i10 Magna,Delhi,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4
Hyundai,Hyundai i20 1.2,Chennai,2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55
Maruti,Maruti Swift Dzire,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65
Tata,Tata Indica V2,Pune,2017,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6
BMW,BMW 5 Series,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72
Maruti,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15
Ford,Ford Freestyle Titanium,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23
Hyundai,Hyundai Verna XXi,Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6
BMW,BMW 3 Series,Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25
Toyota,Toyota Innova 2.5,Kochi,2017,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29
Mercedes-Benz,Mercedes-Benz New C-Class,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25
Hyundai,Hyundai Elantra 1.6,Pune,2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5
Maruti,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
Maruti,Maruti Vitara Brezza,Pune,2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
Hyundai,Hyundai Xcent 1.2,Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5
Honda,Honda City i,Kolkata,2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1
Renault,Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2
Toyota,Toyota Etios Cross,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9
Maruti,Maruti Alto K10,Kochi,2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69
