,Company,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3952,Renault,Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5
3953,Ford,Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75
3954,Hyundai,Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0
3955,Ford,Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2
3956,Volkswagen,Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84
3957,Hyundai,Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25
3958,Mitsubishi,Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,3.0
3959,Toyota,Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0
3960,Maruti,Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5
3961,Maruti,Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4
3962,Volkswagen,Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25
3963,Hyundai,i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
3964,Hyundai,Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56
3965,Hyundai,i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65
3966,Hyundai,Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85
3967,Volkswagen,Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95
3968,Mahindra,XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
3969,Maruti,Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0.85
3970,Skoda,Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25
3971,Maruti,Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5
3972,Mahindra,Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25
3973,Mahindra,Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66
3974,Renault,Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85
3975,Volkswagen,Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5
3976,BMW,5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99
3977,Tata,Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29
3978,Datsun,redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25
3979,Maruti,Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22
3980,Volkswagen,Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65
3981,Datsun,GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1
3982,Hyundai,Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5
3983,Maruti,Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46
3984,Hyundai,Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38
3985,Volkswagen,Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8
3986,Honda,Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5
3988,Maruti,Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95
3989,Skoda,Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
3990,Mercedes-Benz,E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0
3991,Mahindra,Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0
3992,Nissan,Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75
3993,Maruti,Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1
3994,Hyundai,EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61
3995,Honda,Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29
3996,Nissan,Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13
3997,Maruti,Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
3998,BMW,3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95
3999,Volkswagen,Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35
4000,Maruti,Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9
4001,Maruti,Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8
4002,Maruti,Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75
4003,Honda,Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75
4004,Mahindra,Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0
4005,Honda,City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7
4006,BMW,X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5
4007,Chevrolet,Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75
4008,Ford,Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9
4009,Maruti,Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5
4010,Hyundai,EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
4011,Ford,Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38
4012,Maruti,Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
4013,Maruti,Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3
4014,Hyundai,Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7
4015,Hyundai,Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83
4016,Honda,Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77
4017,Maruti,Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1
4018,Volkswagen,Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95
4019,Mahindra,XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4
4020,Ford,Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95
4021,Tata,Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85
4022,Maruti,Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95
4023,Hyundai,Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45
4024,Honda,Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75
4025,Hyundai,i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95
4026,Tata,Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62
4027,Hyundai,i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79
4028,Maruti,Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5
4029,Maruti,Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01
4030,Hyundai,i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4
4031,Hyundai,i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66
4032,Hyundai,Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
4033,Hyundai,i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0
4035,Maruti,Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19
4036,Honda,Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25
4037,Hyundai,i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7
4038,Hyundai,i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39
4039,Maruti,Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69
4040,Maruti,Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4
4041,Chevrolet,Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
4042,Honda,Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
4043,Ford,Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25
4044,Maruti,Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
4046,Honda,Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
4047,Maruti,Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
4048,Hyundai,EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14
4049,Hyundai,i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0
4050,Honda,City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
4051,Maruti,SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53
4052,Chevrolet,Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35
4053,Volkswagen,Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5
4054,Honda,City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
4055,Hyundai,Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26
4056,Hyundai,Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99
4057,Ford,Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8
4058,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75
4059,Mahindra,TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75
4060,Ford,Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
4061,Hyundai,Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
4062,Maruti,Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,3.0
4063,Hyundai,i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
4064,Audi,A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
4065,Nissan,Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5
4066,Hyundai,Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
4067,Skoda,Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
4068,Maruti,Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
4069,Hyundai,Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
4070,Hyundai,Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21
4071,Mahindra,TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3
4072,Hyundai,Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
4073,Maruti,Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
4074,Toyota,Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
4075,Honda,Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4
4076,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0
4077,Chevrolet,Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8
4078,Chevrolet,Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
4079,Skoda,Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72
4080,Maruti,Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0
4081,Toyota,Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5
4082,Maruti,Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
4083,Honda,City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65
4084,Maruti,Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0
4085,Ford,Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
4086,Hyundai,i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11
4087,Maruti,Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
4089,Maruti,Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85
4090,Tata,Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
4091,Maruti,Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42
4092,Skoda,Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25
4093,Volkswagen,Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8
4094,Maruti,Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
4095,Mahindra,Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25
4096,Maruti,Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9
4097,Tata,Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53
4098,Toyota,Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
4099,Honda,Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75
4100,Tata,Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
4101,Mahindra,Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09
4102,Toyota,Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
4103,Honda,City i VTEC CVT VX,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
4104,Hyundai,Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
4105,Maruti,Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
4106,Maruti,Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11
4107,Ford,Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
4108,Maruti,Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
4109,Honda,Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
4110,Mahindra,XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3
4111,Mahindra,TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57
4112,Honda,Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
4113,Maruti,Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65
4114,Volkswagen,Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25
4115,Chevrolet,Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21
4116,Honda,Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9
4117,Mercedes-Benz,E-Class 230 E AT,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
4118,Maruti,Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6
4119,Maruti,Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
4120,Toyota,Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0
4121,BMW,5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5
4122,Mahindra,XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09
4123,Honda,City 1.5 S MT,Delhi,2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
4124,Force,One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0
4125,Volkswagen,Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
4126,Honda,Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0
4127,Toyota,Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3
4128,Nissan,Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
4129,Hyundai,i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
4130,Maruti,Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.33
4131,Ford,Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75
4132,Honda,City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91
4133,Maruti,Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35
4134,Hyundai,Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25
4135,Volkswagen,Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
4136,Honda,City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08
4137,Maruti,Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48
4138,Hyundai,Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
4139,Maruti,Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
4140,Honda,Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
4141,Maruti,Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25
4142,Maruti,Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
4143,Skoda,Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7
4144,Maruti,Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49
4145,Volkswagen,Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0
4146,Honda,City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95
4147,Maruti,Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69
4148,Honda,City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5
4149,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85
4150,Maruti,Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
4151,Renault,Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99
4152,Hyundai,i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
4153,Mahindra,Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
4154,Honda,City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
4155,Ford,Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
4156,Renault,Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
4157,Hyundai,i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
4158,Audi,Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
4159,Maruti,Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
4160,Maruti,Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
4161,Volkswagen,Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
4162,Toyota,Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
4163,Toyota,Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
4164,Honda,Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
4165,Maruti,Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
4166,Skoda,Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
4167,Tata,Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
4168,Ford,Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
