,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
4485,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,5.5,Volkswagen,Vento Diesel Highline
4486,Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75 Lakh,8.25,Maruti,Vitara Brezza ZDi Plus Dual Tone
4487,Chennai,2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,,0.95,Maruti,Zen LX
4488,Kochi,2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,4.01,Hyundai,i10 Era
4489,Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9.36 Lakh,8.2,Honda,WR-V Edge Edition i-VTEC S
4490,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,,6.2,Honda,City i DTEC VX
4492,Kolkata,2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.5,Ford,Figo Diesel ZXI
4493,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,,5.43,Honda,Jazz 1.2 V CVT i VTEC
4494,Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,,7.99,Nissan,Sunny XL CVT
4495,Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,,3.59,Skoda,Octavia Ambiente 1.9 TDI MT
4496,Chennai,2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,,1.9,Chevrolet,Beat Diesel LT
4497,Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,,4.7,Toyota,Camry W2 (AT)
4498,Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,7.25,Renault,Duster 110PS Diesel RxZ
4499,Pune,2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,7.7 Lakh,3.9,Tata,Zest Revotron 1.2T XMS
4500,Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,5.15,Hyundai,i20 1.2 Magna
4501,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.43 Lakh,3.65,Maruti,Wagon R VXI AMT1.2
4502,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.23 Lakh,5.0,Hyundai,Xcent 1.2 CRDi S
4503,Kolkata,2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.3,Honda,City 1.5 S MT
4504,Pune,2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,,0.75,Hyundai,Accent GLE
4505,Kochi,2009,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,,1.85,Hyundai,Verna Xi (Petrol)
4506,Kolkata,2010,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,1.8,Ford,Figo Petrol ZXI
4507,Kochi,2014,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,4.41,Honda,Amaze S i-Dtech
4508,Chennai,2006,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.0,Maruti,Wagon R LX BSII
4510,Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,2.75,Maruti,Swift Dzire LDi
4511,Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,,2.64,Toyota,Corolla H2
4512,Kochi,2018,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,14.19,Mahindra,Scorpio S10 7 Seater
4513,Jaipur,2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.44 Lakh,3.85,Maruti,Wagon R VXI
4514,Mumbai,2010,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,,1.9,Maruti,Zen Estilo 1.1 LX BSIII
4515,Kochi,2014,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,,1.26,Tata,Nano CX
4516,Chennai,2009,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,,2.4,Hyundai,i20 Magna
4517,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,48.79 Lakh,11.5,BMW,3 Series 320d
4518,Jaipur,2014,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,8.25,Mahindra,XUV500 W6 2WD
4519,Pune,2011,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,,2.75,Volkswagen,Vento IPL II Petrol Trendline
4520,Delhi,2009,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,,1.4,Skoda,Fabia 1.2 MPI Classic
4521,Coimbatore,2015,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,,2.9,Tata,Nano Twist XT
4522,Chennai,2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.4,Ford,Figo Diesel EXI
4523,Pune,2013,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,,4.75,Volkswagen,Vento IPL II Petrol Highline AT
4524,Kochi,2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.22,Honda,City i DTEC SV
4525,Chennai,2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.67 Lakh,4.5,Renault,KWID Climber 1.0 AMT
4526,Mumbai,2015,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.25,Hyundai,Grand i10 Asta Option
4527,Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,,5.5,Chevrolet,Cruze LTZ AT
4528,Mumbai,2017,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.95,Hyundai,i20 1.4 Asta
4529,Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,,4.56,Maruti,Alto K10 VXI AGS
4530,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,19.18 Lakh,13.82,Hyundai,Creta 1.6 SX Option Diesel
4531,Mumbai,2016,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.65,Honda,Amaze VX i-Vtech
4532,Kochi,2016,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,,6.2,Hyundai,i20 Active 1.4 SX Dual Tone
4533,Delhi,2014,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,,3.25,Maruti,Celerio VXI
4534,Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,8.5,Audi,A4 2.0 TDI
4535,Bangalore,2016,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,,7.25,Hyundai,Verna 1.4 CRDi
4536,Pune,2013,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,,4.61,Renault,Fluence Diesel E4
4537,Delhi,2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,5.3,Volkswagen,Polo 1.2 MPI Highline
4538,Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,1.9,Tata,Indigo LX
4539,Kochi,2012,57184,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.09,Hyundai,i10 Sportz
4540,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,,9.5,BMW,7 Series 730Ld Sedan
4541,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,12.65,Hyundai,Creta 1.6 CRDi AT SX Plus
4542,Delhi,2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.25,Hyundai,Grand i10 Magna
4543,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,2.95,Maruti,Ritz VDi
4544,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,,3.45,Mahindra,Scorpio 2.6 SLX CRDe
4545,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,3.3,Hyundai,i10 Era
4546,Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,,8.0,Tata,Safari Storme 2012-2015 VX
4547,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,2.71,Honda,Civic 2006-2010 1.8 V MT
4548,Hyderabad,2012,59293,Petrol,Manual,First,18.2,998.0,67.1,5.0,,2.7,Maruti,Zen Estilo LXI BSIII
4549,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,,4.5,Maruti,Swift Dzire VDI
4550,Pune,2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,,5.25,Maruti,Swift VDI
4551,Hyderabad,2012,72389,LPG,Manual,First,26.2,998.0,58.2,5.0,,3.2,Maruti,Wagon R Duo LX BSIII
4552,Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,7.91 Lakh,6.0,Maruti,Dzire LDI
4553,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.14,Hyundai,Grand i10 Asta
4554,Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.96 Lakh,2.55,Renault,KWID RXL
4555,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,,2.3,Tata,Indigo CS eGLX BS IV
4556,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,5.65,Ford,Figo Diesel Titanium
4557,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.24 Lakh,3.0,Maruti,Alto K10 VXI
4558,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,7.5,Volkswagen,Vento 1.5 TDI Highline
4559,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,,2.6,Mahindra,Scorpio 2.6 SLX CRDe
4560,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,3.5,Honda,City 1.5 V MT
4561,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,4.25,Maruti,Swift Dzire VDi
4562,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,6.6,Maruti,Ertiga VDI
4563,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,,5.2,Toyota,Innova 2.5 G4 Diesel 7-seater
4564,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,,10.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT
4565,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,8.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional
4566,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,6.41 Lakh,4.57,Toyota,Etios Liva 1.2 G
4567,Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.5,Hyundai,i10 Magna 1.2
4569,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,7.8,Toyota,Innova 2.5 V Diesel 8-seater
4570,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,3.61,Hyundai,i20 1.2 Magna
4572,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,9.47 Lakh,4.6,Nissan,Micra XV CVT
4573,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,5.25,Honda,City 1.5 V AT
4574,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,,3.3,Honda,Amaze E i-Dtech
4575,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,13.39,Hyundai,Creta 1.6 CRDi SX
4576,Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,,2.5,Chevrolet,Beat Diesel LT
4577,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.95,Maruti,Swift Dzire VDI
4578,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,,11.0,Hyundai,Creta 1.6 CRDi SX Option
4579,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,6.3,Honda,Amaze VX i-DTEC
4580,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,11.94,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
4581,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,,5.95,Volkswagen,Vento Sport 1.2 TSI AT
4582,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,11.0,Honda,City i DTec VX
4583,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,12.53,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
4584,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,3.75,Ford,Figo Diesel Titanium
4585,Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,9.95,Mitsubishi,Pajero 2.8 SFX 7Str
4586,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,4.2,Renault,Duster 85PS Diesel RxL Option
4587,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,,2.0,Maruti,Ritz VXI
4588,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.25,Hyundai,Grand i10 Sportz
4589,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,12.6,Hyundai,Creta 1.6 SX Plus Petrol Automatic
4590,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78 Lakh,5.09,Renault,KWID RXT Optional
4591,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,,7.97,Maruti,Ciaz VDI SHVS
4592,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,,2.9,Honda,Jazz S
4593,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,,6.5,Hyundai,Verna SX CRDi AT
4594,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,,12.15,Hyundai,Creta 1.4 CRDi S Plus
4595,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,4.25,Volkswagen,Vento 2013-2015 1.6 Comfortline
4596,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,33.51 Lakh,3.0,Honda,CR-V Petrol 2WD
4597,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,15.94 Lakh,6.75,Renault,Duster 110PS Diesel RxZ AWD
4598,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,5.65,Hyundai,i20 Asta 1.2
4599,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,,7.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
4600,Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,13.34,Hyundai,Creta 1.6 SX Plus Diesel
4601,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.9,Maruti,Ciaz VDI SHVS
4602,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.98,Hyundai,i20 Asta 1.4 CRDi
4603,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,5.75,Hyundai,Verna 1.6 SX VTVT
4604,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.65,Volkswagen,Polo Diesel Trendline 1.2L
4605,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.49,Volkswagen,Polo Diesel Trendline 1.2L
4606,Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,,1.5,Maruti,SX4 Vxi BSIII
4607,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,,6.5,Honda,Mobilio RS Option i DTEC
4608,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,,8.0,Renault,Duster 110PS Diesel RxZ Plus
4609,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.55,Maruti,Celerio VXI AT
4610,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,,7.4,Maruti,Ciaz ZDi Plus
4611,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,,13.5,BMW,X1 sDrive 20d Sportline
4612,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,3.55,Ford,Figo Petrol ZXI
4613,Pune,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,,1.95,Hyundai,Verna 1.6 i ABS
4614,Pune,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,,2.3,Honda,Civic 2006-2010 1.8 S MT
4615,Chennai,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.15,Hyundai,i10 Sportz
4616,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,5.0,Nissan,Sunny 2011-2014 Diesel XL
4617,Pune,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,,2.6,Chevrolet,Optra Magnum 2.0 LT
4618,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.75,Hyundai,i10 Asta
4619,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,,4.85,Skoda,Laura Ambiente
4620,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.0,Honda,Amaze SX i-DTEC
4621,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,14.49,Toyota,Innova 2.5 G (Diesel) 8 Seater
4622,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,11.48 Lakh,4.0,Nissan,Sunny XV D
4623,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,,4.5,Maruti,Swift Dzire LDI
4624,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.8 Lakh,6.25,Maruti,Wagon R ZXI AMT 1.2
4625,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,,11.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
4626,Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,,3.1,Honda,Accord 2.4 Inspire M/T
4627,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,10.11,Honda,City i VTEC V
4628,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,11.54,Hyundai,Verna 1.6 SX VTVT
4629,Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.0,Maruti,Wagon R LX BSII
4630,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,,2.5,Maruti,Swift Dzire Tour LDI
4631,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,6.85,Toyota,Etios Cross 1.4 GD
4632,Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.97,Hyundai,i10 Era 1.1 iTech SE
4633,Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,4.75,Hyundai,Verna 1.6 VTVT
4634,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,7.38,Volkswagen,Polo 1.5 TDI Highline
4635,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,,3.65,Hyundai,i20 1.4 Asta Optional With Sunroof
4636,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.99,Hyundai,Grand i10 Asta Option AT
4637,Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,,13.5,Toyota,Fortuner 4x2 4 Speed AT
4638,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,7.0,Maruti,Baleno Zeta Automatic
4639,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,10.95,Hyundai,Creta 1.6 SX Plus Petrol Automatic
4640,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,,2.95,Hyundai,i10 Sportz
4641,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.15 Lakh,5.5,Tata,Tigor XE Diesel
4642,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,6.85,Maruti,Swift Dzire VDI
4643,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,,10.5,Honda,CR-V 2.0 AT
4644,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,8.75,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
4645,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.7,Honda,City 1.5 V MT
4646,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,13.7 Lakh,4.25,Hyundai,Verna VTVT 1.6 AT SX Plus
4647,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,10.63 Lakh,7.9,Toyota,Etios 1.4 VXD
4648,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,,4.5,Skoda,Superb Elegance 1.8 TSI AT
4649,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.0,Nissan,Sunny 2011-2014 Diesel XV
4650,Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.75,Honda,City 1.5 V MT Exclusive
4651,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,,7.65,Hyundai,Elite i20 Diesel Asta Option
4652,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,,3.47,Chevrolet,Optra 1.6 LT Royale
4653,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.64,Honda,Amaze S i-Vtech
4654,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.95,Volkswagen,Polo Petrol Comfortline 1.2L
4655,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,5.65,Maruti,Swift VDI
4656,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,,8.41,Ford,Endeavour 3.0L 4X4 AT
4657,Pune,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,,0.85,Maruti,Baleno LXI
4658,Pune,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,0.8,Maruti,Wagon R LX
4659,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,10.32 Lakh,5.65,Volkswagen,Polo 1.5 TDI Highline
4660,Kolkata,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.5,Hyundai,Verna 1.6 SX VTVT (O)
4661,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,6.9,Maruti,Ciaz ZDi Plus SHVS
4663,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.0,Nissan,Sunny 2011-2014 Diesel XL
4664,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,,5.6,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel
4665,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.43 Lakh,2.2,Maruti,Eeco 7 Seater Standard
4666,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,,4.0,Skoda,Rapid Ultima 1.6 MPI Ambition Plus
4667,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,12.6,Hyundai,Creta 1.6 CRDi SX
4668,Kochi,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,,4.79,Hyundai,i20 Magna Optional 1.2
4669,Mumbai,2015,22001,CNG,Manual,First,26.6,998.0,58.16,5.0,,3.65,Maruti,Wagon R LXI CNG
4670,Kochi,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.83,Honda,City i DTEC V
4671,Jaipur,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,,0.51,Maruti,800 Std
4672,Pune,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,,0.69,Ford,Ikon 1.3 Flair
4673,Delhi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,4.65,Maruti,Swift Dzire LXI
4674,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,6.49,Honda,City 1.5 V MT Sunroof
4675,Chennai,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,2.9,Hyundai,Verna CRDi
4676,Delhi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,7.4,Hyundai,Verna 1.6 SX VTVT
4677,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,,3.25,Renault,KWID RXT
4678,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.95,Maruti,Wagon R LXI
4679,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,4.0,Hyundai,Grand i10 Sportz
4680,Delhi,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.85,Hyundai,i20 1.2 Asta
4681,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.45,Honda,Amaze S i-Vtech
4682,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,1.99,Ford,Fiesta 1.4 Duratorq ZXI
4683,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,,8.99,Hyundai,Verna SX CRDi AT
4684,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,6.5,Toyota,Etios VD SP
4685,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,9.27,Honda,Jazz 1.2 V CVT i VTEC
4686,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,,6.99,Hyundai,Verna 1.6 CRDi SX
4687,Kolkata,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.8,Chevrolet,Beat Diesel LS
4688,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.49,Volkswagen,Polo Diesel Trendline 1.2L
4689,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,,8.85,Maruti,SX4 S Cross DDiS 200 Zeta
4690,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,4.15,Honda,City V MT
4691,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,14.2 Lakh,10.0,Volkswagen,Vento 1.5 TDI Highline
4692,Delhi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.54 Lakh,4.75,Hyundai,Grand i10 1.2 Kappa Magna
4693,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,,3.2,Renault,KWID AMT RXL
4694,Kochi,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.28,Maruti,Alto 800 LXI
